dataset_scientificName	dataset_taxonID	acceptedNameUsageID	acceptedName	gbif_speciesName	gbif_taxonID	taxonomicStatus	ncbi_speciesName	ncbi_taxonID	status	ncbi_acceptedName	gbif_wikidata_uri	ncbi_taxonID_wd	ncbi_wikidata_uri	gbif_taxonID_wd	curation
Verbascum phlomoides × phoeniceum	10002611	10002611	Verbascum phlomoides × phoeniceum	Verbascum phlomoides × phoeniceum	10002611	accepted									no_match_incl_synonyms
Carex lasiocarpa × riparia	10005045	10005045	Carex lasiocarpa × riparia	Carex lasiocarpa × riparia	10005045	accepted									no_match_incl_synonyms
Cirsium oleraceum × palustre	10008311	10008311	Cirsium oleraceum × palustre	Cirsium oleraceum × palustre	10008311	accepted									no_match_incl_synonyms
Carex bigelowii × nigra	10011062	10011062	Carex bigelowii × nigra	Carex bigelowii × nigra	10011062	accepted									no_match_incl_synonyms
Carex acuta × cespitosa	10025506	10025506	Carex acuta × cespitosa	Carex acuta × cespitosa	10025506	accepted									no_match_incl_synonyms
Equisetum pratense × sylvaticum	10030618	10030618	Equisetum pratense x sylvaticum	Equisetum pratense x sylvaticum	10030618	accepted									no_match_incl_synonyms
Betula pendula × pubescens	10030707	10030707	Betula pendula × pubescens	Betula pendula × pubescens	10030707	accepted									no_match_incl_synonyms
Carex dioica × echinata	10030995	10030995	Carex dioica × echinata	Carex dioica × echinata	10030995	accepted									no_match_incl_synonyms
Verbascum nigrum × thapsus	10033441	10033441	Verbascum nigrum × thapsus	Verbascum nigrum × thapsus	10033441	accepted									no_match_incl_synonyms
Festuca pratensis × Lolium multiflorum	10042643	10001562	Lolium multiflorum × Schedonorus pratensis	Festuca pratensis × Lolium multiflorum	10042643	synonym									no_match_incl_synonyms
Scilla forbesii × sardensis	10048956	10048956	Scilla forbesii × sardensis	Scilla forbesii × sardensis	10048956	accepted									no_match_incl_synonyms
Dryopteris carthusiana × expansa	10067318	10067318	Dryopteris carthusiana × expansa	Dryopteris carthusiana × expansa	10067318	accepted									no_match_incl_synonyms
Rumex hydrolapathum × obtusifolius	10070248	10070248	Rumex hydrolapathum × obtusifolius	Rumex hydrolapathum × obtusifolius	10070248	accepted									no_match_incl_synonyms
Juncus conglomeratus × effusus	10074597	10074597	Juncus conglomeratus × effusus	Juncus conglomeratus × effusus	10074597	accepted									no_match_incl_synonyms
Verbascum lychnitis × phoeniceum	10077025	10077025	Verbascum lychnitis × phoeniceum	Verbascum lychnitis × phoeniceum	10077025	accepted									no_match_incl_synonyms
Epilobium ciliatum × montanum	10091360	10091360	Epilobium ciliatum × montanum	Epilobium ciliatum × montanum	10091360	accepted									no_match_incl_synonyms
Rumex conglomeratus × obtusifolius	10102403	10102403	Rumex conglomeratus × obtusifolius	Rumex conglomeratus × obtusifolius	10102403	accepted									no_match_incl_synonyms
Rumex crispus × hydrolapathum	10105739	10105739	Rumex crispus x hydrolapathum	Rumex crispus x hydrolapathum	10105739	accepted									no_match_incl_synonyms
Rumex obtusifolius × sanguineus	10116009	10116009	Rumex obtusifolius × sanguineus	Rumex obtusifolius × sanguineus	10116009	accepted									no_match_incl_synonyms
Malva neglecta × pusilla	10117828	10117828	Malva neglecta × pusilla	Malva neglecta × pusilla	10117828	accepted									no_match_incl_synonyms
Ajuga genevensis × pyramidalis	10121026	10121026	Ajuga genevensis × pyramidalis	Ajuga genevensis × pyramidalis	10121026	accepted									no_match_incl_synonyms
Epipactis helleborine × purpurata	10124110	10124110	Epipactis helleborine × purpurata	Epipactis helleborine × purpurata	10124110	accepted									no_match_incl_synonyms
Chenopodium album × opulifolium	10132962	10132962	Chenopodium album × opulifolium	Chenopodium album × opulifolium	10132962	accepted									no_match_incl_synonyms
Hypericum maculatum × tetrapterum	10134367	10134367	Hypericum maculatum × tetrapterum	Hypericum maculatum × tetrapterum	10134367	accepted									no_match_incl_synonyms
Rumex crispus × palustris	10145201	10145201	Rumex crispus x palustris	Rumex crispus x palustris	10145201	accepted									no_match_incl_synonyms
Sonchus asper × oleraceus	10145276	10145276	Sonchus asper × oleraceus	Sonchus asper × oleraceus	10145276	accepted									no_match_incl_synonyms
Alopecurus geniculatus × pratensis	10149233	10149233	Alopecurus geniculatus × pratensis	Alopecurus geniculatus × pratensis	10149233	accepted									no_match_incl_synonyms
Potentilla anglica × reptans	10158760	10158760	Potentilla anglica × reptans	Potentilla anglica × reptans	10158760	accepted									no_match_incl_synonyms
Draba boerhaavii (H.C.Hall) Raus	10168552	7473187	Draba verna L.	Erophila macrosperma (Sebald) D.A.German	11080492	synonym	Erophila macrosperma (Sebald) D.A.German, 2016	2878849	exact_match	Erophila macrosperma	http://www.wikidata.org/entity/Q91268883	2878849			ok_auto
Salix aurita × viminalis	10192973	10192973	Salix aurita × viminalis	Salix aurita × viminalis	10192973	accepted									no_match_incl_synonyms
Silene dioica × latifolia subsp. alba	10228024	9984285	Silene dioica × latifolia	Silene dioica × latifolia subsp. alba	10228024	synonym									no_match_incl_synonyms
Arctium lappa × minus	10230065	10230065	Arctium lappa × minus	Arctium lappa × minus	10230065	accepted									no_match_incl_synonyms
Festuca pratensis × Lolium perenne	10233696	10630194	Lolium perenne × Schedonorus pratensis	Festuca pratensis × Lolium perenne	10233696	synonym									no_match_incl_synonyms
Ribes rubrum × spicatum	10235333	7571991	Ribes ×houghtonianum Jancz.	Ribes rubrum × spicatum	10235333	synonym									no_match_incl_synonyms
Prunella grandiflora × vulgaris	10237981	10237981	Prunella grandiflora × vulgaris	Prunella grandiflora × vulgaris	10237981	accepted									no_match_incl_synonyms
Verbascum densiflorum × speciosum	10241774	10241774	Verbascum densiflorum x speciosum	Verbascum densiflorum x speciosum	10241774	accepted									no_match_incl_synonyms
Epilobium ciliatum × palustre	10254130	10254130	Epilobium ciliatum × palustre	Epilobium ciliatum × palustre	10254130	accepted									no_match_incl_synonyms
Verbascum phlomoides × thapsus	10254607	10254607	Verbascum phlomoides × thapsus	Verbascum phlomoides × thapsus	10254607	accepted									no_match_incl_synonyms
Cardamine flexuosa × pratensis	10268786	10268786	Cardamine flexuosa × pratensis	Cardamine flexuosa × pratensis	10268786	accepted									no_match_incl_synonyms
Carex lasiocarpa × rostrata	10271811	10271811	Carex lasiocarpa × rostrata	Carex lasiocarpa × rostrata	10271811	accepted									no_match_incl_synonyms
Epipactis atrorubens × helleborine	10275091	10275091	Epipactis atrorubens × helleborine	Epipactis atrorubens × helleborine	10275091	accepted									no_match_incl_synonyms
Carex paniculata × remota	10283151	10283151	Carex paniculata × remota	Carex paniculata × remota	10283151	accepted									no_match_incl_synonyms
Rorippa palustris × sylvestris	10290486	10290486	Rorippa palustris x sylvestris	Rorippa palustris x sylvestris	10290486	accepted									no_match_incl_synonyms
Dryopteris carthusiana × filix-mas	10296662	10296662	Dryopteris carthusiana × filix-mas	Dryopteris carthusiana × filix-mas	10296662	accepted									no_match_incl_synonyms
Holcus lanatus × mollis	10298204	10298204	Holcus lanatus × mollis	Holcus lanatus × mollis	10298204	accepted									no_match_incl_synonyms
Epilobium ciliatum × tetragonum	10302681	10302681	Epilobium ciliatum × tetragonum	Epilobium ciliatum × tetragonum	10302681	accepted									no_match_incl_synonyms
Ajuga pyramidalis × reptans	10303841	10303841	Ajuga pyramidalis × reptans	Ajuga pyramidalis × reptans	10303841	accepted									no_match_incl_synonyms
Potamogeton lucens × praelongus	10307461	10307461	Potamogeton lucens × praelongus	Potamogeton lucens × praelongus	10307461	accepted									no_match_incl_synonyms
Asplenium adulterinum × trichomanes	10313917	10313917	Asplenium adulterinum × trichomanes	Asplenium adulterinum × trichomanes	10313917	accepted									no_match_incl_synonyms
Carex appropinquata × paniculata	10324206	10324206	Carex appropinquata × paniculata	Carex appropinquata × paniculata	10324206	accepted									no_match_incl_synonyms
Rumex conglomeratus × sanguineus	10331783	10331783	Rumex conglomeratus x sanguineus	Rumex conglomeratus x sanguineus	10331783	accepted									no_match_incl_synonyms
Rosa dumalis × sherardii	10334326	10348618	Rosa sherardii × vosagiaca agg.	Rosa dumalis × sherardii	10334326	synonym									no_match_incl_synonyms
Epilobium ciliatum × obscurum	10338293	10338293	Epilobium ciliatum × obscurum	Epilobium ciliatum × obscurum	10338293	accepted									no_match_incl_synonyms
Verbascum densiflorum × lychnitis	10339728	10339728	Verbascum densiflorum x lychnitis	Verbascum densiflorum x lychnitis	10339728	accepted									no_match_incl_synonyms
Potamogeton alpinus × crispus	10343143	10343143	Potamogeton alpinus × crispus	Potamogeton alpinus × crispus	10343143	accepted									no_match_incl_synonyms
Taraxacum ansiferum Kirschner & Štĕpánek	10359572	10359572	Taraxacum ansiferum Kirschner & Štěpánek	Taraxacum ansiferum Kirschner & Štěpánek	10359572	accepted									no_match_incl_synonyms
Scilla forbesii × luciliae	10389299	10389299	Scilla forbesii × luciliae	Scilla forbesii × luciliae	10389299	accepted									no_match_incl_synonyms
Viola collina × hirta	10422947	10422947	Viola collina × hirta	Viola collina × hirta	10422947	accepted									no_match_incl_synonyms
Verbascum lychnitis × thapsus	10428777	10428777	Verbascum lychnitis × thapsus	Verbascum lychnitis × thapsus	10428777	accepted									no_match_incl_synonyms
Rumex aquaticus × obtusifolius	10447618	10447618	Rumex aquaticus × obtusifolius	Rumex aquaticus × obtusifolius	10447618	accepted									no_match_incl_synonyms
Arctium minus × nemorosum	10453325	10453325	Arctium minus x nemorosum	Arctium minus x nemorosum	10453325	accepted									no_match_incl_synonyms
Verbascum densiflorum × nigrum	10455625	10455625	Verbascum densiflorum × nigrum	Verbascum densiflorum × nigrum	10455625	accepted									no_match_incl_synonyms
Cirsium canum × oleraceum	10461416	10461416	Cirsium canum × oleraceum	Cirsium canum × oleraceum	10461416	accepted									no_match_incl_synonyms
Dryopteris dilatata × expansa	10465490	10465490	Dryopteris dilatata × expansa	Dryopteris dilatata × expansa	10465490	accepted									no_match_incl_synonyms
Primula elatior × veris	10484434	10484434	Primula elatior x veris	Primula elatior x veris	10484434	accepted									no_match_incl_synonyms
Malus domestica × sylvestris	10488587	10488587	Malus domestica × sylvestris	Malus domestica × sylvestris	10488587	accepted									no_match_incl_synonyms
Carex pseudocyperus × rostrata	10499913	10499913	Carex pseudocyperus × rostrata	Carex pseudocyperus × rostrata	10499913	accepted									no_match_incl_synonyms
Galanthus elwesii × nivalis	10528516	10528516	Galanthus elwesii × nivalis	Galanthus elwesii × nivalis	10528516	accepted									no_match_incl_synonyms
Viola arvensis × tricolor	10538757	10538757	Viola arvensis × tricolor	Viola arvensis × tricolor	10538757	accepted									no_match_incl_synonyms
Carex canescens × echinata	10547326	10547326	Carex canescens × echinata	Carex canescens × echinata	10547326	accepted									no_match_incl_synonyms
Salix caprea × daphnoides	10553425	10553425	Salix caprea × daphnoides	Salix caprea × daphnoides	10553425	accepted									no_match_incl_synonyms
Verbascum lychnitis × nigrum	10566363	10566363	Verbascum lychnitis × nigrum	Verbascum lychnitis × nigrum	10566363	accepted									no_match_incl_synonyms
Dactylorhiza incarnata × maculata	10581878	10581878	Dactylorhiza incarnata × maculata	Dactylorhiza incarnata × maculata	10581878	accepted									no_match_incl_synonyms
Dianthus deltoides × superbus	10598474	10598474	Dianthus deltoides x superbus	Dianthus deltoides x superbus	10598474	accepted									no_match_incl_synonyms
Veronica anagallis-aquatica × catenata	10603903	10603903	Veronica anagallis-aquatica × catenata	Veronica anagallis-aquatica × catenata	10603903	accepted									no_match_incl_synonyms
Salix cinerea × purpurea	10611439	10611439	Salix cinerea × purpurea	Salix cinerea × purpurea	10611439	accepted									no_match_incl_synonyms
Larix decidua × kaempferi	10622916	4938682	Larix ×marschlinsii Coaz	Larix ×marschlinsii Coaz	4938682	accepted	Larix x marschlinsii Coaz	49226	exact_match	Larix x marschlinsii	http://www.wikidata.org/entity/Q21177790	49226	http://www.wikidata.org/entity/Q21177790	4938682	ok_auto
Calamagrostis canescens × stricta	10625352	10454565	Calamagrostis canescens × neglecta	Calamagrostis canescens × stricta	10625352	synonym									no_match_incl_synonyms
Persicaria maculosa × minor	10636214	10636214	Persicaria maculosa × minor	Persicaria maculosa × minor	10636214	accepted									no_match_incl_synonyms
Polypodium interjectum × vulgare	10650260	10650260	Polypodium interjectum × vulgare	Polypodium interjectum × vulgare	10650260	accepted									no_match_incl_synonyms
Carduus crispus × nutans	10655196	10655196	Carduus crispus × nutans	Carduus crispus × nutans	10655196	accepted									no_match_incl_synonyms
Rubus hastifer H.E.Weber	10748878	10748878	Rubus hastifer H.E.Weber	Rubus hastifer H.E.Weber	10748878	accepted									no_match_incl_synonyms
Carex hartmaniorum A.Cajander	10816187	10816187	Carex hartmaniorum A.Cajander	Carex hartmaniorum A.Cajander	10816187	accepted									no_match_incl_synonyms
Poa serotina Ehrh. ex Koeler, 1802	10824959	10824959	Poa serotina Ehrh. ex Koeler, 1802	Poa serotina Ehrh. ex Koeler, 1802	10824959	accepted									no_match_incl_synonyms
Taraxacum gelertiiforme M.P.Christ.	10990013	5698125	Taraxacum gelertiiforme M.P.Christ. ex M.P.Christ.	Taraxacum gelertiiforme M.P.Christ.	10990013	synonym									no_match_incl_synonyms
Salix marrubifolia Tausch ex Andersson	11045787	5583034	Salix lapponum subsp. marrubiifolia (Tausch) Dostál	Salix marrubifolia Tausch ex Andersson	11045787	synonym									no_match_incl_synonyms
Sorbus aria × torminalis	11101407	9306058	Karpatiosorbus latifolia (Lam.) Sennikov & Kurtto	Karpatiosorbus latifolia (Lam.) Sennikov & Kurtto	9306058	accepted	Karpatiosorbus latifolia (Lam.) Sennikov & Kurtto, 2017	746473	exact_match	Karpatiosorbus latifolia	http://www.wikidata.org/entity/Q41480908	746473	http://www.wikidata.org/entity/Q41480908	9306058	ok_auto
Azolla filiculoides Lam.	2650107	2650107	Azolla filiculoides Lam.	Azolla filiculoides Lam.	2650107	accepted	Azolla filiculoides Lam., 1783	84609	exact_match	Azolla filiculoides	http://www.wikidata.org/entity/Q2705087	84609			ok_auto
Ophioglossum vulgatum L.	2650133	2650133	Ophioglossum vulgatum L.	Ophioglossum vulgatum L.	2650133	accepted	Ophioglossum vulgatum L.	49227	exact_match	Ophioglossum vulgatum	http://www.wikidata.org/entity/Q847497	49227			ok_auto
Botrychium lunaria (L.) Sw.	2650165	2650165	Botrychium lunaria (L.) Sw.	Botrychium lunaria (L.) Sw.	2650165	accepted	Botrychium lunaria (L.) Sw., 1801	37231	exact_match	Botrychium lunaria	http://www.wikidata.org/entity/Q579784	37231			ok_auto
Botrychium simplex E.Hitchc.	2650180	2650180	Botrychium simplex E.Hitchc.	Botrychium simplex E.Hitchc.	2650180	accepted	Botrychium simplex E.Hitchc.	41931	exact_match	Botrychium simplex	http://www.wikidata.org/entity/Q2466601	41931			ok_auto
Asplenium adiantum-nigrum L.	2650594	2650594	Asplenium adiantum-nigrum L.	Asplenium adiantum-nigrum L.	2650594	accepted	Asplenium adiantum-nigrum L.	169373	exact_match	Asplenium adiantum-nigrum	http://www.wikidata.org/entity/Q923786	169373			ok_auto
Asplenium ruta-muraria L.	2650625	2650625	Asplenium ruta-muraria L.	Asplenium ruta-muraria L.	2650625	accepted	Asplenium ruta-muraria L., 1753	169379	exact_match	Asplenium ruta-muraria	http://www.wikidata.org/entity/Q1125768	169379			ok_auto
Asplenium scolopendrium L.	2650669	2650669	Asplenium scolopendrium L.	Asplenium scolopendrium L.	2650669	accepted	Asplenium scolopendrium L.	41964	exact_match	Asplenium scolopendrium	http://www.wikidata.org/entity/Q1130272	41964			ok_auto
Asplenium fontanum (L.) Bernh.	2650702	2650702	Asplenium fontanum (L.) Bernh.	Asplenium fontanum (L.) Bernh.	2650702	accepted	Asplenium fontanum (L.) Bernh.	169376	exact_match	Asplenium fontanum	http://www.wikidata.org/entity/Q913901	169376			ok_auto
Asplenium viride Huds.	2650716	2650716	Asplenium viride Huds.	Asplenium viride Huds.	2650716	accepted	Asplenium viride Huds.	147940	exact_match	Asplenium viride	http://www.wikidata.org/entity/Q1552374	147940			ok_auto
Asplenium septentrionale (L.) Hoffm.	2650720	2650720	Asplenium septentrionale (L.) Hoffm.	Asplenium septentrionale (L.) Hoffm.	2650720	accepted	Asplenium septentrionale (L.) Hoffm.	169380	exact_match	Asplenium septentrionale	http://www.wikidata.org/entity/Q1753134	169380			ok_auto
Cystopteris fragilis (L.) Bernh.	2650818	2650818	Cystopteris fragilis (L.) Bernh.	Cystopteris fragilis (L.) Bernh.	2650818	accepted	Cystopteris fragilis (L.) Bernh., 1805	32112	exact_match	Cystopteris fragilis	http://www.wikidata.org/entity/Q191532	32112			ok_auto
Cystopteris dickieana R.Sim	2650819	2650819	Cystopteris dickieana R.Sim	Cystopteris dickieana R.Sim	2650819	accepted					http://www.wikidata.org/entity/Q2176480				no_match_incl_synonyms
Gymnocarpium dryopteris (L.) Newman	2650832	2650832	Gymnocarpium dryopteris (L.) Newman	Gymnocarpium dryopteris (L.) Newman	2650832	accepted	Gymnocarpium dryopteris (L.) Newman, 1851	32116	exact_match	Gymnocarpium dryopteris	http://www.wikidata.org/entity/Q1301661	32116			ok_auto
Gymnocarpium robertianum (Hoffm.) Newman	2650841	2650841	Gymnocarpium robertianum (Hoffm.) Newman	Gymnocarpium robertianum (Hoffm.) Newman	2650841	accepted	Gymnocarpium robertianum (Hoffm.) Newman	983334	exact_match	Gymnocarpium robertianum	http://www.wikidata.org/entity/Q2092520	983334			ok_auto
Onoclea sensibilis L.	2650903	2650903	Onoclea sensibilis L.	Onoclea sensibilis L.	2650903	accepted	Onoclea sensibilis L., 1753	3281	exact_match	Onoclea sensibilis	http://www.wikidata.org/entity/Q718312	3281			ok_auto
Matteuccia struthiopteris (L.) Tod.	2650999	2650999	Matteuccia struthiopteris (L.) Tod.	Matteuccia struthiopteris (L.) Tod.	2650999	accepted	Matteuccia struthiopteris (L.) Tod., 1866	3277	exact_match	Matteuccia struthiopteris	http://www.wikidata.org/entity/Q1130386	3277			ok_auto
Polystichum lonchitis (L.) Roth	2651113	2651113	Polystichum lonchitis (L.) Roth	Polystichum lonchitis (L.) Roth	2651113	accepted	Polystichum lonchitis (L.) Roth	207865	exact_match	Polystichum lonchitis	http://www.wikidata.org/entity/Q542735	207865			ok_auto
Hymenophyllum tunbrigense (L.) Sm.	2651315	2651315	Hymenophyllum tunbrigense (L.) Sm.	Hymenophyllum tunbrigense (L.) Sm.	2651315	accepted	Hymenophyllum tunbrigense (L.) Sm.	58838	exact_match	Hymenophyllum tunbrigense	http://www.wikidata.org/entity/Q3023471	58838			ok_auto
Phegopteris connectilis (Michx.) Watt	2651330	2651330	Phegopteris connectilis (Michx.) Watt	Phegopteris connectilis (Michx.) Watt	2651330	accepted	Phegopteris connectilis (Michx.) Watt	173899	exact_match	Phegopteris connectilis	http://www.wikidata.org/entity/Q998341	173899			ok_auto
Chamaecyparis obtusa (Siebold & Zucc.) Endl.	2683849	2683849	Chamaecyparis obtusa (Siebold & Zucc.) Endl.	Chamaecyparis obtusa (Siebold & Zucc.) Endl.	2683849	accepted	Chamaecyparis obtusa (Siebold & Zucc.) Endl.	13415	exact_match	Chamaecyparis obtusa	http://www.wikidata.org/entity/Q917187	13415			ok_auto
Chamaecyparis lawsoniana (A.Murray bis) Parl.	2683866	2683866	Chamaecyparis lawsoniana (A.Murray bis) Parl.	Chamaecyparis lawsoniana (A.Murray bis) Parl.	2683866	accepted	Chamaecyparis lawsoniana (A.Murray bis) Parl.	58030	exact_match	Chamaecyparis lawsoniana	http://www.wikidata.org/entity/Q161360	58030			ok_auto
Chamaecyparis pisifera (Siebold & Zucc.) Endl.	2683880	2683880	Chamaecyparis pisifera (Siebold & Zucc.) Endl.	Chamaecyparis pisifera (Siebold & Zucc.) Endl.	2683880	accepted	Chamaecyparis pisifera (Siebold & Zucc.) Endl.	99808	exact_match	Chamaecyparis pisifera	http://www.wikidata.org/entity/Q74068	99808			ok_auto
Thuja occidentalis L.	2684178	2684178	Thuja occidentalis L.	Thuja occidentalis L.	2684178	accepted	Thuja occidentalis L.	3317	exact_match	Thuja occidentalis	http://www.wikidata.org/entity/Q147468	3317			ok_auto
Taxodium distichum (L.) Rich.	2684191	2684191	Taxodium distichum (L.) Rich.	Taxodium distichum (L.) Rich.	2684191	accepted	Taxodium distichum (L.) Rich.	28982	exact_match	Taxodium distichum	http://www.wikidata.org/entity/Q148950	28982			ok_auto
Juniperus chinensis L.	2684363	2684363	Juniperus chinensis L.	Juniperus chinensis L.	2684363	accepted	Juniperus chinensis L.	50182	exact_match	Juniperus chinensis	http://www.wikidata.org/entity/Q157697	50182			ok_auto
Juniperus virginiana L.	2684391	2684391	Juniperus virginiana L.	Juniperus virginiana L.	2684391	accepted	Juniperus virginiana L.	39584	exact_match	Juniperus virginiana	http://www.wikidata.org/entity/Q157522	39584			ok_auto
Juniperus horizontalis Moench	2684410	2684410	Juniperus horizontalis Moench	Juniperus horizontalis Moench	2684410	accepted	Juniperus horizontalis Moench	669713	exact_match	Juniperus horizontalis	http://www.wikidata.org/entity/Q121427	669713			ok_auto
Juniperus squamata Buch.-Ham. ex D.Don	2684690	2684690	Juniperus squamata Buch.-Ham. ex D.Don	Juniperus squamata Buch.-Ham. ex D.Don	2684690	accepted	Juniperus squamata Buch.-Ham. ex D.Don	454001	exact_match	Juniperus squamata	http://www.wikidata.org/entity/Q1768635	454001			ok_auto
Platycladus orientalis (L.) Franco	2684855	2684855	Platycladus orientalis (L.) Franco	Platycladus orientalis (L.) Franco	2684855	accepted	Platycladus orientalis (L.) Franco	58046	exact_match	Platycladus orientalis	http://www.wikidata.org/entity/Q33482	58046			ok_auto
Araucaria araucana (Molina) K.Koch	2684984	2684984	Araucaria araucana (Molina) K.Koch	Araucaria araucana (Molina) K.Koch	2684984	accepted	Araucaria araucana (Molina) K.Koch	42754	exact_match	Araucaria araucana	http://www.wikidata.org/entity/Q158780	42754			ok_auto
Abies grandis (Douglas ex D.Don) Lindl.	2685361	2685361	Abies grandis (Douglas ex D.Don) Lindl.	Abies grandis (Douglas ex D.Don) Lindl.	2685361	accepted	Abies grandis (Douglas ex D.Don) Lindl., 1833	46611	exact_match	Abies grandis	http://www.wikidata.org/entity/Q147434	46611			ok_auto
Abies alba Mill.	2685484	2685484	Abies alba Mill.	Abies alba Mill.	2685484	accepted	Abies alba Mill.	45372	exact_match	Abies alba	http://www.wikidata.org/entity/Q146992	45372			ok_auto
Abies nordmanniana (Steven) Spach	2685552	2685552	Abies nordmanniana (Steven) Spach	Abies nordmanniana (Steven) Spach	2685552	accepted	Abies nordmanniana (Steven) Spach, 1841	97177	exact_match	Abies nordmanniana	http://www.wikidata.org/entity/Q148920	97177			ok_auto
Abies homolepis Siebold & Zucc.	2685663	2685663	Abies homolepis Siebold & Zucc.	Abies homolepis Siebold & Zucc.	2685663	accepted	Abies homolepis Siebold & Zucc., 1842	78261	exact_match	Abies homolepis	http://www.wikidata.org/entity/Q1166864	78261			ok_auto
Abies koreana E.H.Wilson	2685681	2685681	Abies koreana E.H.Wilson	Abies koreana E.H.Wilson	2685681	accepted	Abies koreana E.H.Wilson, 1920	97170	exact_match	Abies koreana	http://www.wikidata.org/entity/Q390100	97170			ok_auto
Pseudotsuga menziesii (Mirb.) Franco	2685796	2685796	Pseudotsuga menziesii (Mirb.) Franco	Pseudotsuga menziesii (Mirb.) Franco	2685796	accepted	Pseudotsuga menziesii (Mirb.) Franco, 1950	3357	exact_match	Pseudotsuga menziesii	http://www.wikidata.org/entity/Q156687	3357			ok_auto
Tsuga heterophylla (Raf.) Sarg.	2687210	2687210	Tsuga heterophylla (Raf.) Sarg.	Tsuga heterophylla (Raf.) Sarg.	2687210	accepted	Tsuga heterophylla (Raf.) Sarg.	3359	exact_match	Tsuga heterophylla	http://www.wikidata.org/entity/Q1144409	3359			ok_auto
Ginkgo biloba L.	2687885	2687885	Ginkgo biloba L.	Ginkgo biloba L.	2687885	accepted	Ginkgo biloba L.	3311	exact_match	Ginkgo biloba	http://www.wikidata.org/entity/Q43284	3311			ok_auto
Equisetum ×dycei C.N.Page	2687914	2687914	Equisetum ×dycei C.N.Page	Equisetum ×dycei C.N.Page	2687914	accepted	Equisetum x dycei C.N.Page	469775	exact_match	Equisetum x dycei	http://www.wikidata.org/entity/Q17138996	469775			ok_auto
Equisetum variegatum Schleich. ex F.Weber & D.Mohr	2687920	6386967	Equisetum variegatum subsp. variegatum	Equisetum variegatum Schleich. ex F.Weber & D.Mohr	2687920	synonym	Equisetum variegatum Schleich. ex F.Weber & D.Mohr	231678	exact_match	Equisetum variegatum	http://www.wikidata.org/entity/Q933847	231678			ok_auto
Equisetum hyemale L.	2687927	2687927	Equisetum hyemale L.	Equisetum hyemale L.	2687927	accepted	Equisetum hyemale L.	3262	exact_match	Equisetum hyemale	http://www.wikidata.org/entity/Q263881	3262			ok_auto
Equisetum sylvaticum L.	2687929	2687929	Equisetum sylvaticum L.	Equisetum sylvaticum L.	2687929	accepted	Equisetum sylvaticum L.	231679	exact_match	Equisetum sylvaticum	http://www.wikidata.org/entity/Q1355107	231679			ok_auto
Equisetum palustre L.	2687932	2687932	Equisetum palustre L.	Equisetum palustre L.	2687932	accepted	Equisetum palustre L.	113538	exact_match	Equisetum palustre	http://www.wikidata.org/entity/Q21122	113538			ok_auto
Equisetum fluviatile L.	2687937	2687937	Equisetum fluviatile L.	Equisetum fluviatile L.	2687937	accepted	Equisetum fluviatile L.	231680	exact_match	Equisetum fluviatile	http://www.wikidata.org/entity/Q948839	231680			ok_auto
Equisetum ramosissimum Desf.	2687940	2687940	Equisetum ramosissimum Desf.	Equisetum ramosissimum Desf.	2687940	accepted	Equisetum ramosissimum Desf.	195849	exact_match	Equisetum ramosissimum	http://www.wikidata.org/entity/Q256971	195849			ok_auto
Equisetum pratense Ehrh.	2687942	2687942	Equisetum pratense Ehrh.	Equisetum pratense Ehrh.	2687942	accepted	Equisetum pratense Ehrh.	231681	exact_match	Equisetum pratense	http://www.wikidata.org/entity/Q1123127	231681			ok_auto
Equisetum telmateia Ehrh.	2687943	2687943	Equisetum telmateia Ehrh.	Equisetum telmateia Ehrh.	2687943	accepted	Equisetum telmateia Ehrh.	3260	exact_match	Equisetum telmateia	http://www.wikidata.org/entity/Q936546	3260			ok_auto
Selaginella douglasii (Hook. & Grev.) Spring	2688178	2688178	Selaginella douglasii (Hook. & Grev.) Spring	Selaginella douglasii (Hook. & Grev.) Spring	2688178	accepted	Selaginella douglasii (Hook. & Grev.) Spring	189552	exact_match	Selaginella douglasii	http://www.wikidata.org/entity/Q5861616	189552			ok_auto
Selaginella apoda (L.) Spring	2688214	2688214	Selaginella apoda (L.) Spring	Selaginella apoda (L.) Spring	2688214	accepted	Selaginella apoda (L.) Spring	39585	exact_match	Selaginella apoda	http://www.wikidata.org/entity/Q3545396	39585			ok_auto
Isoetes lacustris L.	2688270	2688270	Isoetes lacustris L.	Isoetes lacustris L.	2688270	accepted	Isoetes lacustris L.	50271	exact_match	Isoetes lacustris	http://www.wikidata.org/entity/Q1192790	50271			ok_auto
Lycopodiella inundata (L.) Holub	2688345	2688345	Lycopodiella inundata (L.) Holub	Lycopodiella inundata (L.) Holub	2688345	accepted	Lycopodiella inundata (L.) Holub	37431	exact_match	Lycopodiella inundata	http://www.wikidata.org/entity/Q899476	37431			ok_auto
Diphasiastrum ×zeilleri (Rouy) Holub	2688382	2688382	Diphasiastrum ×zeilleri (Rouy) Holub	Diphasiastrum ×zeilleri (Rouy) Holub	2688382	accepted	Diphasiastrum zeilleri (Rouy) Holub	455317	exact_match	Diphasiastrum zeilleri	http://www.wikidata.org/entity/Q9372557	455317			ok_auto
Lycopodium clavatum L.	2688393	2688393	Lycopodium clavatum L.	Lycopodium clavatum L.	2688393	accepted	Lycopodium clavatum L.	3252	exact_match	Lycopodium clavatum	http://www.wikidata.org/entity/Q466426	3252			ok_auto
