dataset_scientificName	dataset_taxonID	acceptedNameUsageID	acceptedName	gbif_speciesName	gbif_taxonID	taxonomicStatus	ncbi_speciesName	ncbi_taxonID	status	ncbi_acceptedName	gbif_wikidata_uri	ncbi_taxonID_wd	ncbi_wikidata_uri	gbif_taxonID_wd	curation
Nigritella nigra (L.) Rchb.f.	5323955	2840590	Gymnadenia nigra (L.) Rchb.f.	Nigritella nigra (L.) Rchb.f.	5323955	homotypic synonym	Nigritella nigra (L.) Rchb.f.	254896	exact_match	Gymnadenia nigra	http://www.wikidata.org/entity/Q15523284				wd_batch_add_ncbi_taxonid
Fallopia japonica (Houtt.) Ronse Decr.	5334357	2889173	Reynoutria japonica Houtt.	Fallopia japonica (Houtt.) Ronse Decr.	5334357	homotypic synonym	Fallopia japonica (Houtt.) Ronse Decr.	488216	exact_match	Reynoutria japonica	http://www.wikidata.org/entity/Q899672				wd_batch_add_ncbi_taxonid
Calamintha nepeta (L.) Savi	5341295	8916040	Clinopodium nepeta (L.) Kuntze	Clinopodium nepeta (L.) Kuntze	8916040	accepted	Clinopodium nepeta (L.) Kuntze	306383	exact_match	Clinopodium nepeta			http://www.wikidata.org/entity/Q15350096	6409989	wd_batch_update_gbif_taxonid
Physalis alkekengi L.	5341813	3797084	Alkekengi officinarum Moench	Physalis alkekengi L.	5341813	heterotypic synonym	Physalis alkekengi L., 1753	33120	exact_match	Alkekengi officinarum	http://www.wikidata.org/entity/Q161780				wd_batch_add_ncbi_taxonid
Cytisus sessilifolius L.	5347864	2940408	Cytisophyllum sessilifolium (L.) O.Lang	Cytisus sessilifolius L.	5347864	homotypic synonym	Cytisus sessilifolius L.	3834	exact_match	Cytisophyllum sessilifolium	http://www.wikidata.org/entity/Q160334				wd_batch_add_ncbi_taxonid
Cytisus purpureus Scop.	5354669	5354670	Chamaecytisus purpureus (Scop.) Link	Cytisus purpureus Scop.	5354669	homotypic synonym	Cytisus purpureus Scop.	49806	exact_match	Chamaecytisus purpureus	http://www.wikidata.org/entity/Q3666050				wd_batch_add_ncbi_taxonid
Aronia prunifolia (Marshall) Rehder	5363613	5364001	Photinia floribunda (Lindl.) K.R.Robertson & J.B.Phipps	Aronia prunifolia (Marshall) Rehder	5363613	synonym	Aronia prunifolia (Marshall) Rehder	193298	exact_match	Aronia x prunifolia	http://www.wikidata.org/entity/Q160492				wd_batch_add_ncbi_taxonid
Aphanes arvensis L.	5365013	5365013	Aphanes arvensis L.	Aphanes arvensis L.	5365013	accepted	Aphanes arvensis L.	57945	exact_match	Alchemilla arvensis	http://www.wikidata.org/entity/Q161306				wd_batch_add_ncbi_taxonid
Salix ×rubens Schrank	5372512	5372829	Salix ×fragilis L.	Salix ×rubens Schrank	5372512	synonym	Salix x rubens Schrank	1370111	exact_match	Salix x fragilis	http://www.wikidata.org/entity/Q17562984				wd_batch_add_ncbi_taxonid
Hornungia procumbens (L.) Hayek	5376158	5376158	Hornungia procumbens (L.) Hayek	Hornungia procumbens (L.) Hayek	5376158	accepted	Hornungia procumbens (L.) Hayek	153323	exact_match	Hymenolobus procumbens	http://www.wikidata.org/entity/Q4353762				wd_batch_add_ncbi_taxonid
Amaranthus tamariscinus Nutt.	5384346	5384347	Amaranthus tuberculatus (Moq.) Sauer	Amaranthus rudis J.D.Sauer	5384345	synonym	Amaranthus rudis J.D.Sauer	277990	exact_match	Amaranthus tuberculatus	http://www.wikidata.org/entity/Q17242678				wd_batch_add_ncbi_taxonid
Gypsophila muralis L.	5384457	3085257	Psammophiliella muralis (L.) Ikonn.	Gypsophila muralis L.	5384457	homotypic synonym	Gypsophila muralis L., 1753	1137862	exact_match	Psammophiliella muralis	http://www.wikidata.org/entity/Q158885				wd_batch_add_ncbi_taxonid
Stellaria aquatica (L.) Scop.	5384501	3085313	Myosoton aquaticum (L.) Moench	Stellaria aquatica (L.) Scop.	5384501	synonym	Stellaria aquatica (L.) Scop.	228244	exact_match	Myosoton aquaticum	http://www.wikidata.org/entity/Q157859				wd_batch_add_ncbi_taxonid
Gnaphalium pensylvanicum Willd.	5390730	3103082	Gamochaeta pensylvanica (Willd.) Cabrera	Gnaphalium pensylvanicum Willd.	5390730	homotypic synonym	Gnaphalium pensylvanicum Willd.	125697	exact_match	Gamochaeta pensylvanica	http://www.wikidata.org/entity/Q39521446				wd_batch_add_ncbi_taxonid
Gnaphalium supinum L.	5390790	3104537	Omalotheca supina (L.) DC.	Gnaphalium supinum L.	5390790	heterotypic synonym	Gnaphalium supinum L., 1767	261773	exact_match	Omalotheca supina	http://www.wikidata.org/entity/Q2838916				wd_batch_add_ncbi_taxonid
Gnaphalium norvegicum Gunnerus	5390796	3118057	Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz	Gnaphalium norvegicum Gunnerus	5390796	homotypic synonym	Gnaphalium norvegicum Gunnerus, 1772	595332	exact_match	Omalotheca norvegica	http://www.wikidata.org/entity/Q261051				wd_batch_add_ncbi_taxonid
Bidens ferulifolia (Jacq.) DC.	5391966	5391802	Bidens aurea (Aiton) Sherff	Bidens ferulifolia (Jacq.) DC.	5391966	synonym	Bidens ferulifolia (Jacq.) DC.	51268	exact_match	Bidens aurea	http://www.wikidata.org/entity/Q2901721				wd_batch_add_ncbi_taxonid
Chamaemelum mixtum (L.) All.	5393230	3110767	Cladanthus mixtus (L.) Chevall.	Chamaemelum mixtum (L.) All.	5393230	homotypic synonym	Chamaemelum mixtum (L.) All.	179396	exact_match	Cladanthus mixtus	http://www.wikidata.org/entity/Q8344662				wd_batch_add_ncbi_taxonid
Hedypnois cretica (L.) Dum.Cours.	5394840	5394840	Hedypnois cretica (L.) Dum.Cours.	Hedypnois cretica (L.) Dum.Cours.	5394840	accepted	Hedypnois cretica (L.) Dum.Cours.	268036	exact_match	Hedypnois rhagadioloides	http://www.wikidata.org/entity/Q19848859				wd_batch_add_ncbi_taxonid
Chondrilla acanthophylla Borkh.	5403812	8537667	Chondrilla juncea L.	Chondrilla juncea L.	8537667	accepted	Chondrilla juncea L., 1753	75963	exact_match	Chondrilla juncea			http://www.wikidata.org/entity/Q116137	5403805	wd_batch_update_gbif_taxonid
Glaux maritima L.	5414349	4007442		Glaux maritima L.	5414349	homotypic synonym	Glaux maritima L., 1753	110753	exact_match	Lysimachia maritima	http://www.wikidata.org/entity/Q157851				wd_batch_add_ncbi_taxonid
Trichomanes speciosum Willd.	5533254	3606863	Vandenboschia speciosa (Willd.) G.Kunkel	Trichomanes speciosum Willd.	5533254	synonym	Trichomanes speciosum Willd.	85337	exact_match	Vandenboschia speciosa	http://www.wikidata.org/entity/Q2000383				wd_batch_add_ncbi_taxonid
Hacquetia epipactis (Scop.) DC.	5538034	3639337	Sanicula epipactis (Scop.) E.H.L.Krause	Hacquetia epipactis (Scop.) DC.	5538034	homotypic synonym	Hacquetia epipactis (Scop.) DC.	52473	exact_match	Sanicula epipactis	http://www.wikidata.org/entity/Q1405595				wd_batch_add_ncbi_taxonid
Hebe ochracea Ashwin	5559787	3728665	Veronica ochracea (Ashwin) Garn.-Jones	Hebe ochracea Ashwin	5559787	homotypic synonym	Hebe ochracea Ashwin	86159	exact_match	Veronica ochracea	http://www.wikidata.org/entity/Q3291365				wd_batch_add_ncbi_taxonid
Potamogeton ×salicifolius Wolfg.	5642228	5642228	Potamogeton salicifolius Wolfg.	Potamogeton salicifolius Wolfg.	5642228	accepted	Potamogeton x salicifolius Wolfg.	418826	exact_match	Potamogeton x torssanderi	http://www.wikidata.org/entity/Q15635677				wd_batch_add_ncbi_taxonid
Elymus obtusiflorus (DC.) Conert	5672172	4125808	Thinopyrum elongatum (Host) D.R.Dewey	Elymus obtusiflorus (DC.) Conert	5672172	homotypic synonym	Elymus obtusiflorus (DC.) Conert, 1997	4589	exact_match	Thinopyrum obtusiflorum	http://www.wikidata.org/entity/Q1349958				wd_batch_add_ncbi_taxonid
Vulpia fasciculata (Forssk.) Samp.	5674542	5674542	Vulpia fasciculata (Forssk.) Samp.	Vulpia fasciculata (Forssk.) Samp.	5674542	accepted	Vulpia fasciculata (Forssk.) Samp.	145853	exact_match	Festuca fasciculata	http://www.wikidata.org/entity/Q15514328				wd_batch_add_ncbi_taxonid
Aegilops caudata L.	5678027	5678027	Aegilops caudata L.	Aegilops caudata L.	5678027	accepted	Aegilops caudata L.	4494	exact_match	Aegilops markgrafii	http://www.wikidata.org/entity/Q12212148				wd_batch_add_ncbi_taxonid
Selinum silaifolium (Jacq.) Beck	6026680	7318426	Katapsuxis silaifolia (Jacq.) Reduron, Charpin & Pimenov	Selinum silaifolium (Jacq.) Beck	6026680	homotypic synonym	Selinum silaifolium (Jacq.) Beck, 1927	63000	exact_match	Cnidium silaifolium	http://www.wikidata.org/entity/Q17132482				wd_batch_add_ncbi_taxonid
Senecio carniolicus Willd.	6064702	6064013	Jacobaea carniolica (Willd.) Schrank	Senecio carniolicus Willd.	6064702	homotypic synonym	Senecio carniolicus Willd.	189240	exact_match	Jacobaea carniolica	http://www.wikidata.org/entity/Q9344516				wd_batch_add_ncbi_taxonid
Minuartia laricifolia (L.) Schinz & Thell.	6364275	7808349	Cherleria laricifolia subsp. laricifolia	Minuartia laricifolia (L.) Schinz & Thell.	6364275	homotypic synonym	Minuartia laricifolia (L.) Schinz & Thell., 1907	258340	exact_match	Cherleria laricifolia	http://www.wikidata.org/entity/Q3315633				wd_batch_add_ncbi_taxonid
Potamogeton filiformis Pers.	6388976	8375218	Stuckenia filiformis (Pers.) Börner	Potamogeton filiformis Pers.	6388976	homotypic synonym	Potamogeton filiformis Pers.	397089	exact_match	Stuckenia filiformis	http://www.wikidata.org/entity/Q160059				wd_batch_add_ncbi_taxonid
Aconogonon alpinum (All.) Schur	6391404	9020499	Koenigia alpina (All.) T.M.Schust. & Reveal	Aconogonon alpinum (All.) Schur	6391404	homotypic synonym	Aconogonon alpinum (All.) Schur	125586	exact_match	Koenigia alpina	http://www.wikidata.org/entity/Q848942				wd_batch_add_ncbi_taxonid
Salix nigricans Sm.	7266484	7266593	Salix myrsinifolia subsp. myrsinifolia	Salix nigricans Sm.	7266484	synonym	Salix nigricans Sm.	339964	exact_match	Salix myrsinifolia	http://www.wikidata.org/entity/Q50862026				wd_batch_add_ncbi_taxonid
Rhamnus alpina L.	7273705	3877063	Atadinus alpinus (L.) Raf.	Rhamnus alpina L.	7273705	heterotypic synonym	Rhamnus alpina L., 1753	280016	exact_match	Oreoherzogia alpina	http://www.wikidata.org/entity/Q3338352				wd_batch_add_ncbi_taxonid
Pulsatilla alpina (L.) Delarbre	7278071	7278071	Pulsatilla alpina (L.) Delarbre	Pulsatilla alpina (L.) Delarbre	7278071	accepted	Pulsatilla alpina (L.) Delarbre	470566	exact_match	Anemone alpina	http://www.wikidata.org/entity/Q149625				wd_batch_add_ncbi_taxonid
Betonica alopecuros L.	7306396	7306396	Betonica alopecuros L.	Betonica alopecuros L.	7306396	accepted	Betonica alopecuros L.	467599	exact_match	Stachys alopecuros	http://www.wikidata.org/entity/Q21872004				wd_batch_add_ncbi_taxonid
Acinos alpinus (L.) Moench	7308311	7307319	Clinopodium alpinum (L.) Kuntze	Acinos alpinus (L.) Moench	7308311	homotypic synonym	Acinos alpinus (L.) Moench	224743	exact_match	Clinopodium alpinum	http://www.wikidata.org/entity/Q159439				wd_batch_add_ncbi_taxonid
Galeobdolon luteum Huds.	7308427	7308052	Lamium galeobdolon subsp. galeobdolon	Galeobdolon luteum Huds.	7308427	synonym	Galeobdolon luteum Huds., 1778	53161	exact_match	Lamium galeobdolon	http://www.wikidata.org/entity/Q50841536				wd_batch_add_ncbi_taxonid
Calamintha menthifolia Host	7309177	3883897	Clinopodium menthifolium (Host) Stace	Calamintha menthifolia Host	7309177	homotypic synonym	Calamintha menthifolia Host	260593	exact_match	Clinopodium menthifolium	http://www.wikidata.org/entity/Q39069461				wd_batch_add_ncbi_taxonid
Oenothera hazelae R.R.Gates	7322499	8994150	Oenothera parviflora L.	Oenothera parviflora L.	8994150	accepted	Oenothera parviflora L.	482429	exact_match	Oenothera parviflora			http://www.wikidata.org/entity/Q163374	3188833	wd_batch_update_gbif_taxonid
Orobanche arenaria Borkh.	7332631	3729246	Phelipanche arenaria (Borkh.) Pomel	Orobanche arenaria Borkh.	7332631	heterotypic synonym	Orobanche arenaria Borkh.	223091	exact_match	Phelipanche arenaria	http://www.wikidata.org/entity/Q160340				wd_batch_add_ncbi_taxonid
Hylotelephium maximum (L.) Holub	7334631	7334631	Hylotelephium maximum (L.) Holub	Hylotelephium maximum (L.) Holub	7334631	accepted	Hylotelephium maximum (L.) Holub	1211475	exact_match	Sedum maximum	http://www.wikidata.org/entity/Q3143948				wd_batch_add_ncbi_taxonid
Rudbeckia fulgida Aiton	7344766	7344766	Rudbeckia fulgida Aiton	Rudbeckia fulgida Aiton	7344766	accepted	Rudbeckia fulgida Aiton	52312	exact_match	Rudbeckia fulgida			http://www.wikidata.org/entity/Q450250	3114220	wd_batch_update_gbif_taxonid
Arctium lappa L.	7353729	7353729	Arctium lappa L.	Arctium lappa L.	7353729	accepted	Arctium lappa L.	4217	exact_match	Arctium lappa			http://www.wikidata.org/entity/Q26932	5393090	wd_batch_update_gbif_taxonid
Polygala major Jacq.	7372627	7372627	Polygala major Jacq.	Polygala major Jacq.	7372627	accepted	Polygala major Jacq.	1533299	exact_match	Polygala major			http://www.wikidata.org/entity/Q528886	4051926	wd_batch_update_gbif_taxonid
Doronicum austriacum Jacq.	7389416	7389416	Doronicum austriacum Jacq.	Doronicum austriacum Jacq.	7389416	accepted	Doronicum austriacum Jacq.	118751	exact_match	Doronicum austriacum			http://www.wikidata.org/entity/Q303325	3142949	wd_batch_update_gbif_taxonid
Helianthemum alpestre (Jacq.) DC.	7395695	7395695	Helianthemum alpestre (Jacq.) DC.	Helianthemum alpestre (Jacq.) DC.	7395695	accepted	Helianthemum alpestre (Jacq.) DC., 1815	1533102	exact_match	Helianthemum alpestre			http://www.wikidata.org/entity/Q1268279	3595638	wd_batch_update_gbif_taxonid
Helianthemum canum (L.) Baumg.	7399841	7399841	Helianthemum canum (L.) Baumg.	Helianthemum canum (L.) Baumg.	7399841	accepted	Helianthemum canum (L.) Baumg., 1816	473044	exact_match	Helianthemum canum			http://www.wikidata.org/entity/Q160372	7331429	wd_batch_update_gbif_taxonid
Lomatogonium carinthiacum (Wulfen) Rchb.	7408221	7408221	Lomatogonium carinthiacum (Wulfen) Rchb.	Lomatogonium carinthiacum (Wulfen) Rchb.	7408221	accepted	Lomatogonium carinthiacum (Wulfen) Rchb.	50277	exact_match	Lomatogonium carinthiacum			http://www.wikidata.org/entity/Q1795431	7270120	wd_batch_update_gbif_taxonid
Juncus minutulus (Albert & Jahand.) Prain	7414128	7414128	Juncus minutulus (Albert & Jahand.) Prain	Juncus minutulus (Albert & Jahand.) Prain	7414128	accepted	Juncus minutulus (Albert & Jahand.) Prain, 1921	2665962	exact_match	Juncus minutulus			http://www.wikidata.org/entity/Q15506662	4203991	wd_batch_update_gbif_taxonid
Paeonia peregrina Mill.	7416939	7416939	Paeonia peregrina Mill.	Paeonia peregrina Mill.	7416939	accepted	Paeonia peregrina Mill.	40717	exact_match	Paeonia peregrina			http://www.wikidata.org/entity/Q3621705	3614375	wd_batch_update_gbif_taxonid
Vicia melanops Sm.	7426824	7426824	Vicia melanops Sm.	Vicia melanops Sm.	7426824	accepted	Vicia melanops Sm.	47765	exact_match	Vicia melanops			http://www.wikidata.org/entity/Q10786681	2974822	wd_batch_update_gbif_taxonid
Scutellaria albida L.	7428462	7428462	Scutellaria albida L.	Scutellaria albida L.	7428462	accepted	Scutellaria albida L., 1771	1907919	exact_match	Scutellaria albida			http://www.wikidata.org/entity/Q15364693	7309073	wd_batch_update_gbif_taxonid
Salix arbuscula L.	7429900	7429900	Salix arbuscula L.	Salix arbuscula L.	7429900	accepted	Salix arbuscula L.	1149847	exact_match	Salix arbuscula			http://www.wikidata.org/entity/Q4195476	5583138	wd_batch_update_gbif_taxonid
Euonymus latifolius (L.) Mill.	7433196	7433196	Euonymus latifolius (L.) Mill.	Euonymus latifolius (L.) Mill.	7433196	accepted	Euonymus latifolius (L.) Mill.	1089399	exact_match	Euonymus latifolius			http://www.wikidata.org/entity/Q164379	3791952	wd_batch_update_gbif_taxonid
Centaurium pulchellum (Sw.) Druce	7439391	7439391	Centaurium pulchellum (Sw.) Druce	Centaurium pulchellum (Sw.) Druce	7439391	accepted	Centaurium pulchellum (Sw.) Druce	172069	exact_match	Centaurium pulchellum			http://www.wikidata.org/entity/Q164219	5414471	wd_batch_update_gbif_taxonid
Gentiana pannonica Scop.	7440277	7440277	Gentiana pannonica Scop.	Gentiana pannonica Scop.	7440277	accepted	Gentiana pannonica Scop.	38854	exact_match	Gentiana pannonica			http://www.wikidata.org/entity/Q160745	3839133	wd_batch_update_gbif_taxonid
Salix silesiaca Willd.	7448302	7448302	Salix silesiaca Willd.	Salix silesiaca Willd.	7448302	accepted	Salix silesiaca Willd.	1851435	exact_match	Salix silesiaca			http://www.wikidata.org/entity/Q9373285	7266348	wd_batch_update_gbif_taxonid
Saxifraga aphylla Sternb.	7456530	7456530	Saxifraga aphylla Sternb.	Saxifraga aphylla Sternb.	7456530	accepted	Saxifraga aphylla Sternb.	134768	exact_match	Saxifraga aphylla			http://www.wikidata.org/entity/Q162660	3753668	wd_batch_update_gbif_taxonid
Ranunculus montanus Willd.	7456960	7456960	Ranunculus montanus Willd.	Ranunculus montanus Willd.	7456960	accepted	Ranunculus montanus Willd., 1799	286941	exact_match	Ranunculus montanus			http://www.wikidata.org/entity/Q164977	7276758	wd_batch_update_gbif_taxonid
Koeleria arenaria (Dumort.) B.D.Jacks.	7458029	9021748	Koeleria pyramidata subsp. arenaria (Dumort.) Quintanar & Castrov.	Koeleria albescens DC.	4139320	synonym	Koeleria albescens DC.	366479	exact_match	Koeleria albescens	http://www.wikidata.org/entity/Q107348218				wd_batch_add_ncbi_taxonid
Euonymus sanguineus Loes. ex Diels	7460584	7460584	Euonymus sanguineus Loes. ex Diels	Euonymus sanguineus Loes. ex Diels	7460584	accepted	Euonymus sanguineus Loes. ex Diels	1442727	exact_match	Euonymus sanguineus			http://www.wikidata.org/entity/Q12839346	7265743	wd_batch_update_gbif_taxonid
Draba verna L.	7473187	7473187	Draba verna L.	Draba verna L.	7473187	accepted	Draba verna L., 1753	161951	exact_match	Draba verna			http://www.wikidata.org/entity/Q164032	3050018	wd_batch_update_gbif_taxonid
Scabiosa lucida Vill.	7475424	7475424	Scabiosa lucida Vill.	Scabiosa lucida Vill.	7475424	accepted	Scabiosa lucida Vill.	467601	exact_match	Scabiosa lucida			http://www.wikidata.org/entity/Q160248	7301110	wd_batch_update_gbif_taxonid
Salix myrtilloides L.	7482782	7482782	Salix myrtilloides L.	Salix myrtilloides L.	7482782	accepted	Salix myrtilloides L.	669809	exact_match	Salix myrtilloides			http://www.wikidata.org/entity/Q161882	7266559	wd_batch_update_gbif_taxonid
Hieracium maculatum Schrank	7485421	7485421	Hieracium maculatum Schrank	Hieracium maculatum Schrank	7485421	accepted	Hieracium maculatum Schrank	378952	exact_match	Hieracium maculatum			http://www.wikidata.org/entity/Q5704736	3135587	wd_batch_update_gbif_taxonid
Tagetes tenuifolia Cav.	7497356	7497356	Tagetes tenuifolia Cav.	Tagetes tenuifolia Cav.	7497356	accepted	Tagetes tenuifolia Cav.	578936	exact_match	Tagetes tenuifolia			http://www.wikidata.org/entity/Q572693	3088491	wd_batch_update_gbif_taxonid
Valeriana saxatilis L.	7498158	7498158	Valeriana saxatilis L.	Valeriana saxatilis L.	7498158	accepted	Valeriana saxatilis L.	882679	exact_match	Valeriana saxatilis			http://www.wikidata.org/entity/Q159990	7298962	wd_batch_update_gbif_taxonid
Viola pumila Chaix	7499288	7499288	Viola pumila Chaix	Viola pumila Chaix	7499288	accepted	Viola pumila Chaix	502519	exact_match	Viola pumila			http://www.wikidata.org/entity/Q573508	5663481	wd_batch_update_gbif_taxonid
Ambrosia maritima L.	7499720	7499720	Ambrosia maritima L.	Ambrosia maritima L.	7499720	accepted	Ambrosia maritima L.	1028380	exact_match	Ambrosia maritima			http://www.wikidata.org/entity/Q5672161	3110592	wd_batch_update_gbif_taxonid
Thalictrum flavum L.	7509607	7509607	Thalictrum flavum L.	Thalictrum flavum L.	7509607	accepted	Thalictrum flavum L.	150094	exact_match	Thalictrum flavum			http://www.wikidata.org/entity/Q162764	7277919	wd_batch_update_gbif_taxonid
Orobanche amethystea Thuill.	7519710	7519710	Orobanche amethystea Thuill.	Orobanche amethystea Thuill.	7519710	accepted	Orobanche amethystea Thuill.	100365	exact_match	Orobanche amethystea			http://www.wikidata.org/entity/Q10408275	3735233	wd_batch_update_gbif_taxonid
Solanum marginatum L.fil.	7538163	7538163	Solanum marginatum L.fil.	Solanum marginatum L.fil.	7538163	accepted	Solanum marginatum L.f.	329785	exact_match	Solanum marginatum			http://www.wikidata.org/entity/Q7555755	2929577	wd_batch_update_gbif_taxonid
Viola suavis M.Bieb.	7544600	7544600	Viola suavis M.Bieb.	Viola suavis M.Bieb.	7544600	accepted	Viola suavis M.Bieb., 1819	369424	exact_match	Viola suavis			http://www.wikidata.org/entity/Q3490363	7296420	wd_batch_update_gbif_taxonid
Symphytum officinale L.	7558421	7558421	Symphytum officinale L.	Symphytum officinale L.	7558421	accepted	Symphytum officinale L.	278672	exact_match	Symphytum officinale			http://www.wikidata.org/entity/Q157561	2926062	wd_batch_update_gbif_taxonid
Oxalis tetraphylla Cav.	7560711	7560711	Oxalis tetraphylla Cav.	Oxalis tetraphylla Cav.	7560711	accepted	Oxalis tetraphylla Cav.	519207	exact_match	Oxalis tetraphylla			http://www.wikidata.org/entity/Q1532800	7318199	wd_batch_update_gbif_taxonid
Hieracium pilosum Schleich. ex Froel.	7569785	7569785	Hieracium pilosum Schleich. ex Froel.	Hieracium pilosum Schleich. ex Froel.	7569785	accepted	Hieracium pilosum Schleich. ex Froel.	546200	exact_match	Hieracium pilosum			http://www.wikidata.org/entity/Q15577678	3135539	wd_batch_update_gbif_taxonid
Acer velutinum Boiss.	7574829	7574829	Acer velutinum Boiss.	Acer velutinum Boiss.	7574829	accepted	Acer velutinum Boiss., 1845	290840	exact_match	Acer velutinum			http://www.wikidata.org/entity/Q376648	3767974	wd_batch_update_gbif_taxonid
Myosotis ramosissima Rochel	7589756	7589756	Myosotis ramosissima Rochel	Myosotis ramosissima Rochel	7589756	accepted	Myosotis ramosissima Rochel	1060937	exact_match	Myosotis ramosissima			http://www.wikidata.org/entity/Q1430020	7294855	wd_batch_update_gbif_taxonid
Rosa gremlii (Christ) Gremli	7602666	8174785	Rosa rubiginosa L.	Rosa rubiginosa L.	8174785	accepted	Rosa rubiginosa L., 1771	74636	exact_match	Rosa rubiginosa			http://www.wikidata.org/entity/Q15546415	3007441	wd_batch_update_gbif_taxonid
Athamanta cretensis L.	7607769	7607769	Athamanta cretensis L.	Athamanta cretensis L.	7607769	accepted	Athamanta cretensis L.	109084	exact_match	Athamanta cretensis			http://www.wikidata.org/entity/Q2650767	3633948	wd_batch_update_gbif_taxonid
Pimpinella saxifraga L.	7622278	7622278	Pimpinella saxifraga L.	Pimpinella saxifraga L.	7622278	accepted	Pimpinella saxifraga L.	40959	exact_match	Pimpinella saxifraga			http://www.wikidata.org/entity/Q1473991	5371873	wd_batch_update_gbif_taxonid
Viola cornuta L.	7628663	7628663	Viola cornuta L.	Viola cornuta L.	7628663	accepted	Viola cornuta L.	232238	exact_match	Viola cornuta			http://www.wikidata.org/entity/Q494841	7296672	wd_batch_update_gbif_taxonid
Salix acutifolia Willd.	7645931	7645931	Salix acutifolia Willd.	Salix acutifolia Willd.	7645931	accepted	Salix acutifolia Willd.	1233969	exact_match	Salix acutifolia			http://www.wikidata.org/entity/Q2603234	5372686	wd_batch_update_gbif_taxonid
Saxifraga biflora All.	7646635	7646635	Saxifraga biflora All.	Saxifraga biflora All.	7646635	accepted	Saxifraga biflora All.	192742	exact_match	Saxifraga biflora			http://www.wikidata.org/entity/Q232321	7339248	wd_batch_update_gbif_taxonid
Bromus erectus Huds.	7647071	7647071	Bromus erectus Huds.	Bromus erectus Huds.	7647071	accepted	Bromus erectus Huds., 1762	29666	exact_match	Bromus erectus			http://www.wikidata.org/entity/Q161311	2703668	wd_batch_update_gbif_taxonid
Filago montana L.	7661164	3115875	Filago arvensis L.	Logfia arvensis (L.) Holub	3115878	homotypic synonym	Logfia arvensis (L.) Holub, 1975	702219	exact_match	Filago arvensis	http://www.wikidata.org/entity/Q19848892				wd_batch_add_ncbi_taxonid
Saxifraga cuneifolia L.	7663587	7663587	Saxifraga cuneifolia L.	Saxifraga cuneifolia L.	7663587	accepted	Saxifraga cuneifolia L.	102722	exact_match	Saxifraga cuneifolia			http://www.wikidata.org/entity/Q1450959	7339287	wd_batch_update_gbif_taxonid
Saxifraga sedoides L.	7671112	7671112	Saxifraga sedoides L.	Saxifraga sedoides L.	7671112	accepted	Saxifraga sedoides L.	134793	exact_match	Saxifraga sedoides			http://www.wikidata.org/entity/Q1409262	3753438	wd_batch_update_gbif_taxonid
Rubus wahlbergii Arrh.	7674528	7674528	Rubus wahlbergii Arrh.	Rubus wahlbergii Arrh.	7674528	accepted	Rubus wahlbergii Arrh.	1546481	exact_match	Rubus wahlbergii			http://www.wikidata.org/entity/Q3446552	2990517	wd_batch_update_gbif_taxonid
Petasites spurius (Retz.) Rchb.	7675973	7675973	Petasites spurius (Retz.) Rchb.	Petasites spurius (Retz.) Rchb.	7675973	accepted	Petasites spurius (Retz.) Rchb.	1233966	exact_match	Petasites spurius			http://www.wikidata.org/entity/Q1415730	3088311	wd_batch_update_gbif_taxonid
Sparganium erectum L.	7679536	7679536	Sparganium erectum L.	Sparganium erectum L.	7679536	accepted	Sparganium erectum L.	767568	exact_match	Sparganium erectum			http://www.wikidata.org/entity/Q148734	2702321	wd_batch_update_gbif_taxonid
Potamogeton compressus L.	7689610	7689610	Potamogeton compressus L.	Potamogeton compressus L.	7689610	accepted	Potamogeton compressus L.	306638	exact_match	Potamogeton compressus			http://www.wikidata.org/entity/Q625395	5301194	wd_batch_update_gbif_taxonid
Melampyrum pratense L.	7693914	7693914	Melampyrum pratense L.	Melampyrum pratense L.	7693914	accepted	Melampyrum pratense L.	52725	exact_match	Melampyrum pratense			http://www.wikidata.org/entity/Q161653	7331652	wd_batch_update_gbif_taxonid
Epimedium alpinum L.	7695021	7695021	Epimedium alpinum L.	Epimedium alpinum L.	7695021	accepted	Epimedium alpinum L.	168835	exact_match	Epimedium alpinum			http://www.wikidata.org/entity/Q164064	3981088	wd_batch_update_gbif_taxonid
Lysimachia nemorum L.	7702019	7702019	Lysimachia nemorum L.	Lysimachia nemorum L.	7702019	accepted	Lysimachia nemorum L.	110756	exact_match	Lysimachia nemorum			http://www.wikidata.org/entity/Q162496	4007030	wd_batch_update_gbif_taxonid
Orobanche elatior Sutton	7718653	7718653	Orobanche elatior Sutton	Orobanche elatior Sutton	7718653	accepted	Orobanche elatior Sutton	223105	exact_match	Orobanche elatior			http://www.wikidata.org/entity/Q160068	7332525	wd_batch_update_gbif_taxonid
Spergularia echinosperma (Celak.) Asch. & Graebn.	7721766	7721766	Spergularia echinosperma (Celak.) Asch. & Graebn.	Spergularia echinosperma (Celak.) Asch. & Graebn.	7721766	accepted	Spergularia echinosperma (Celak.) Asch. & Graebn.	1469604	exact_match	Spergularia echinosperma			http://www.wikidata.org/entity/Q15575519	3085642	wd_batch_update_gbif_taxonid
