dataset_scientificName	dataset_taxonID	acceptedNameUsageID	acceptedName	gbif_speciesName	gbif_taxonID	taxonomicStatus	ncbi_speciesName	ncbi_taxonID	status	ncbi_acceptedName	gbif_wikidata_uri	ncbi_taxonID_wd	ncbi_wikidata_uri	gbif_taxonID_wd	curation
Dorycnium hirsutum (L.) Ser.	2959124	5354799	Lotus hirsutus L.	Dorycnium hirsutum (L.) Ser.	2959124	homotypic synonym	Dorycnium hirsutum (L.) Ser., 1825	1680166	exact_match	Lotus hirsutus	http://www.wikidata.org/entity/Q163748	118898			wd_update_ncbi_taxonid
Lupinus albus L.	2964167	2964167	Lupinus albus L.	Lupinus albus L.	2964167	accepted	Lupinus albus	3870	noauthor	Lupinus albus	http://www.wikidata.org/entity/Q161372	3870			wd_verify_authorship
Lupinus ×hybridus Lem.	2964176	2964176	Lupinus ×hybridus Lem.	Lupinus ×hybridus Lem.	2964176	accepted	Lupinus hybrid cultivar	384390	fuzzy	Lupinus hybrid cultivar	http://www.wikidata.org/entity/Q15470321				other
Medicago minima (L.) L.	2965572	8073758	Medicago minima (L.) Bartal.	Medicago minima (L.) L.	2965572	homotypic synonym	Medicago minima (L.) Bartal.	70957	author_mismatch	Medicago minima	http://www.wikidata.org/entity/Q144139	70957			wd_verify_authorship
Onobrychis viciifolia Scop.	2972595	2972595	Onobrychis viciifolia Scop.	Onobrychis viciifolia Scop.	2972595	accepted	Onobrychis viciifolia	3882	noauthor	Onobrychis viciifolia	http://www.wikidata.org/entity/Q157933	3882			wd_verify_authorship
Vicia striata M.Bieb.	2974813	2974811	Vicia pannonica Crantz	Vicia hybrida Georgi	7564358	synonym	Vicia hybrida	298727	noauthor	Vicia hybrida			http://www.wikidata.org/entity/Q15526684	2975257	possible_homonym
Vicia angustifolia L.	2975037	2975035	Vicia sativa subsp. nigra Ehrh.	Vicia nigra (Ehrh.) Dubois	8359037	homotypic synonym	Vicia nigra	1042224	noauthor	Vicia nigra					possible_homonym
Vicia angustifolia L.	2975037	2975035	Vicia sativa subsp. nigra Ehrh.	Vicia sativa Henry, 1896	11317675	synonym	Vicia sativa	3908	noauthor	Vicia sativa			http://www.wikidata.org/entity/Q157071	2975014	possible_homonym
Vicia segetalis Thuill.	2975053	2975035	Vicia sativa subsp. nigra Ehrh.	Vicia nigra (Ehrh.) Dubois	8359037	homotypic synonym	Vicia nigra	1042224	noauthor	Vicia nigra					possible_homonym
Vicia segetalis Thuill.	2975053	2975035	Vicia sativa subsp. nigra Ehrh.	Vicia sativa Henry, 1896	11317675	synonym	Vicia sativa	3908	noauthor	Vicia sativa			http://www.wikidata.org/entity/Q157071	2975014	possible_homonym
Vicia benghalensis L.	2975384	2975384	Vicia benghalensis L.	Vicia benghalensis L.	2975384	accepted	Vicia benghalensis	154497	noauthor	Vicia benghalensis	http://www.wikidata.org/entity/Q2834475	154497			wd_verify_authorship
Ononis repens L.	2977158	2977156	Ononis spinosa subsp. procurrens (Wallr.) Briq.	Ononis repens L.	2977158	synonym					http://www.wikidata.org/entity/Q161749	264192			other
Wisteria sinensis (Sims) Sweet	2977331	8149049	Wisteria sinensis (Sims) DC.	Wisteria sinensis (Sims) Sweet	2977331	homotypic synonym	Wisteria sinensis (Sims) DC., 1825	20997	author_mismatch	Wisteria sinensis	http://www.wikidata.org/entity/Q159116	20997			wd_verify_authorship
Buxus sempervirens L.	2984671	2984671	Buxus sempervirens L.	Buxus sempervirens L.	2984671	accepted	Buxus sempervirens	4002	noauthor	Buxus sempervirens	http://www.wikidata.org/entity/Q27344	4002			wd_verify_authorship
Sempervivum tectorum L.	2985949	2985949	Sempervivum tectorum L.	Sempervivum tectorum L.	2985949	accepted	Sempervivum tectorum (Griseb. & Schenk) L.	91155	author_mismatch	Sempervivum tectorum	http://www.wikidata.org/entity/Q161724	91155			wd_verify_authorship
Aremonia agrimonoides (L.) DC.	2988624	2988624	Aremonia agrimonoides (L.) DC.	Aremonia agrimonoides (L.) DC.	2988624	accepted	Aremonia agrimonioides (L.) DC.	57914	fuzzy	Aremonia agrimonioides	http://www.wikidata.org/entity/Q4788798				other
Rubus dissimulans Lindeb.	2988670	2988670	Rubus dissimulans Lindeb.	Rubus dissimulans Lindeb.	2988670	accepted	Rubus dissimulans	2785553	noauthor	Rubus dissimulans	http://www.wikidata.org/entity/Q3446532	2785553			wd_verify_authorship
Rubus martensenii H.E.Weber	2988807	2988807	Rubus martensenii H.E.Weber	Rubus martensenii H.E.Weber	2988807	accepted	Rubus mortensenii	2835572	fuzzy	Rubus mortensenii	http://www.wikidata.org/entity/Q17249173				other
Rubus affinis Weihe & Nees	2988809	2988809	Rubus affinis Weihe & Nees	Rubus bergii Cham. & Schltdl.	8448892	synonym	Rubus bergii	2904922	noauthor	Rubus bergii					possible_homonym
Rubus affinis Weihe & Nees	2988809	2988809	Rubus affinis Weihe & Nees	Rubus bergii Cham. & Schltdl. ex Eckl. & Zeyh.	3854075	synonym	Rubus bergii Eckl. & Zeyh., 1836	2904922	author_mismatch	Rubus bergii					possible_homonym
Rubus affinis Weihe & Nees	2988809	2988809	Rubus affinis Weihe & Nees	Rubus vigorosus P.J.Müll. & Wirtg.	2994312	synonym	Rubus vigorosus P.J.Mull. & Wirtg., 1862	75101	author_mismatch	Rubus vigorosus	http://www.wikidata.org/entity/Q17248349	75101	http://www.wikidata.org/entity/Q17248349	2994312	wd_verify_authorship
Rubus affinis Weihe & Nees	2988809	2988809	Rubus affinis Weihe & Nees	Rubus vigorosus P.J.Müll. & Wirtg. ex Nyman	8308905	synonym	Rubus vigorosus P.J.Mull. & Wirtg., 1862	75101	author_mismatch	Rubus vigorosus			http://www.wikidata.org/entity/Q17248349	2994312	possible_homonym
Rubus micans Godr. & Gren.	2989144	2989144	Rubus micans Gren. & Godr.	Rubus micans Gren. & Godr.	2989144	accepted	Rubus micans Godr.	1546442	author_mismatch	Rubus micans	http://www.wikidata.org/entity/Q17247635	1546442			wd_verify_authorship
Rubus asperidens Bouvet	2989234	2989234	Rubus asperidens Bouvet	Rubus koehleri Boreau	8206560	synonym	Rubus koehleri	1546434	noauthor	Rubus koehleri			http://www.wikidata.org/entity/Q3446538	2989237	possible_homonym
Rubus asperidens Bouvet	2989234	2989234	Rubus asperidens Bouvet	Rubus koehleri Halácsy	8387655	synonym	Rubus koehleri	1546434	noauthor	Rubus koehleri			http://www.wikidata.org/entity/Q3446538	2989237	possible_homonym
Rubus asperidens Bouvet	2989234	2989234	Rubus asperidens Bouvet	Rubus koehleri J.C.Neumann	7766257	synonym	Rubus koehleri	1546434	noauthor	Rubus koehleri			http://www.wikidata.org/entity/Q3446538	2989237	possible_homonym
Rubus asperidens Bouvet	2989234	2989234	Rubus asperidens Bouvet	Rubus koehleri Sabr.	7535778	synonym	Rubus koehleri	1546434	noauthor	Rubus koehleri			http://www.wikidata.org/entity/Q3446538	2989237	possible_homonym
Rubus asperidens Bouvet	2989234	2989234	Rubus asperidens Bouvet	Rubus koehleri Salzer	8405937	synonym	Rubus koehleri	1546434	noauthor	Rubus koehleri			http://www.wikidata.org/entity/Q3446538	2989237	possible_homonym
Rubus grabowskii Weihe	2989267	2989267	Rubus grabowskii Weihe	Rubus grabowskii Weihe	2989267	accepted	Rubus grabowskii Weihe ex Guenther, Grab. & Wimm.	1546422	author_mismatch	Rubus grabowskii	http://www.wikidata.org/entity/Q17247814	1546422			wd_verify_authorship
Rubus nemoralis P.J.Müll.	2989551	2989551	Rubus nemoralis P.J.Müll.	Rubus nemoralis P.J.Müll.	2989551	accepted	Rubus nemoralis	1546447	noauthor	Rubus nemoralis	http://www.wikidata.org/entity/Q17271898	1546447			wd_verify_authorship
Rubus senticosus Köhler ex Weihe	2990369	2990369	Rubus senticosus Köhler ex Weihe	Rubus senticosus Köhler ex Weihe	2990369	accepted	Rubus senticosus Kohler ex Weihe	1546468	author_mismatch	Rubus senticosus	http://www.wikidata.org/entity/Q17248153	1546468			wd_verify_authorship
Rubus latiarcuatus W.C.R.Watson	2990383	2990383	Rubus latiarcuatus W.C.R.Watson	Rubus mollis (Weihe & Nees) Foerster	9765912	heterotypic synonym	Rubus mollis	1546444	noauthor	Rubus mollis			http://www.wikidata.org/entity/Q17246680	2988640	possible_homonym
Rubus plicatus Weihe & Nees	2990412	2990412	Rubus plicatus Weihe & Nees	Rubus plicatus Weihe & Nees	2990412	accepted	Rubus plicatus	211815	noauthor	Rubus plicatus	http://www.wikidata.org/entity/Q15699806	211815			wd_verify_authorship
Rubus cardiophyllus P.J.Müll. & Lefèvre	2990923	2990923	Rubus cardiophyllus P.J.Müll. & Lefèvre	Rubus cardiophyllus P.J.Müll. & Lefèvre	2990923	accepted	Rubus cardiophyllus	1908211	noauthor	Rubus cardiophyllus	http://www.wikidata.org/entity/Q17246167	1908211			wd_verify_authorship
Rubus arduennensis Lib. ex Lej.	2990967	2990967	Rubus arduennensis Libert ex Lej.	Rubus arduennensis Libert ex Lej.	2990967	accepted	Rubus arduennensis Lib. ex Lej.	1546385	author_mismatch	Rubus arduennensis	http://www.wikidata.org/entity/Q17247634	1546385			wd_verify_authorship
Rubus divaricatus P.J.Müll.	2991260	2991260	Rubus divaricatus P.J.Müll.	Rubus divaricatus P.J.Müll.	2991260	accepted	Rubus divaricatus	75112	noauthor	Rubus divaricatus	http://www.wikidata.org/entity/Q10505242	75112			wd_verify_authorship
Rubus tereticaulis P.J.Müll.	2991290	2991290	Rubus tereticaulis P.J.Müll.	Rubus tereticaulis P.J.Müll.	2991290	accepted	Rubus tereticaulis	1546476	noauthor	Rubus tereticaulis	http://www.wikidata.org/entity/Q17250464	1546476			wd_verify_authorship
Rubus perpedatus Zíla & H.E.Weber	2992073	2992073	Rubus perpedatus Zíla & H.E.Weber	Rubus perpedatus Zíla & H.E.Weber	2992073	accepted	Rubus perpedatus Zila & H.E.Weber	1546351	author_mismatch	Rubus perpedatus	http://www.wikidata.org/entity/Q17248113	1546351			wd_verify_authorship
Rubus integribasis P.J.Müll. ex Boulay	2993012	2993012	Rubus integribasis P.J.Müll. ex Boulay	Rubus integribasis P.J.Müll. ex Boulay	2993012	accepted	Rubus integribasis P.J.Muell. ex Boulay	1546433	author_mismatch	Rubus integribasis	http://www.wikidata.org/entity/Q17248155	1546433			wd_verify_authorship
Rubus elegantispinosus (Schumach.) H.E.Weber	2994335	2994335	Rubus elegantispinosus (Schumach.) H.E.Weber	Rubus elegantispinosus (Schumach.) H.E.Weber	2994335	accepted	Rubus elegantispinosus (A.Schumach.) H.E.Weber	1546411	author_mismatch	Rubus elegantispinosus	http://www.wikidata.org/entity/Q17271697	1546411			wd_verify_authorship
Rubus ammobius Buchenau & Focke	2994482	2994482	Rubus ammobius Focke	Rubus ammobius Focke	2994482	accepted	Rubus ammobius Buchenau & Focke	1546383	author_mismatch	Rubus ammobius	http://www.wikidata.org/entity/Q163732	1546383			wd_verify_authorship
Rubus pyramidatus P.J.Müll.	2994630	2994630	Rubus pyramidatus P.J.Müll.	Rubus pyramidatus P.J.Müll.	2994630	accepted	Rubus pyramidalis	1546458	fuzzy	Rubus pyramidalis	http://www.wikidata.org/entity/Q17246753				other
Rubus langei Jensen ex Frid. & Gelert	2994721	2994721	Rubus langei G.Jensen ex Frid. & Gelert	Rubus langei G.Jensen ex Frid. & Gelert	2994721	accepted	Rubus langei	2785556	noauthor	Rubus langei	http://www.wikidata.org/entity/Q17246322	2785556			wd_verify_authorship
Rubus geniculatus Kaltenb.	2994736	2994736	Rubus geniculatus Kaltenb.	Rubus geniculatus Kaltenb.	2994736	accepted	Rubus geniculatus	1546419	noauthor	Rubus geniculatus	http://www.wikidata.org/entity/Q17245309	1546419			wd_verify_authorship
Rubus phyllostachys P.J.Müll.	2995030	2995030	Rubus phyllostachys P.J.Müll.	Rubus phyllostachys P.J.Müll.	2995030	accepted	Rubus phyllostachys	1546453	noauthor	Rubus phyllostachys	http://www.wikidata.org/entity/Q17248295	1546453			wd_verify_authorship
Rubus procerus P.J.Müll. ex Boulay	2995636	8019170	Rubus praecox Bertol.	Rubus procerus P.J.Müll. ex Boulay	2995636	heterotypic synonym	Rubus procerus P.J.Muell. ex Boulay, non auct.	926033	author_mismatch	Rubus praecox			http://www.wikidata.org/entity/Q15137513	2993500	possible_homonym
Rubus platyacanthus P.J.Müll. & Lefèvre	2997354	2997354	Rubus platyacanthus P.J.Müll. & Lefèvre	Rubus platyacanthus P.J.Müll. & Lefèvre	2997354	accepted	Rubus platyacanthus	1546455	noauthor	Rubus platyacanthus	http://www.wikidata.org/entity/Q17248645	1546455			wd_verify_authorship
Rubus clusii Borbás	2998701	7373834	Rubus clusii Borbás ex Sabr.	Rubus clusii Borbás	2998701	synonym	Rubus clusii	1546401	noauthor	Rubus clusii	http://www.wikidata.org/entity/Q17245375	1546401			wd_verify_authorship
Rubus silvae-norticae M.Lepsí & P.Lepsí	2998719	2998719	Rubus silvae-norticae M.Lepsí & P.Lepsí	Rubus silvae-norticae M.Lepsí & P.Lepsí	2998719	accepted	Rubus silvae-norticae	1546359	noauthor	Rubus silvae-norticae	http://www.wikidata.org/entity/Q17271815	1546359			wd_verify_authorship
Rubus schlechtendaliiformis H.E.Weber	2999067	2999067	Rubus schlechtendaliiformis H.E.Weber	Rubus schlechtendalii H.E.Weber	7798037	synonym	Rubus schlechtendalii	1546463	noauthor	Rubus schlechtendalii			http://www.wikidata.org/entity/Q17248457	2988797	possible_homonym
Rubus constrictus P.J.Müll. & Lefèvre	2999327	2999327	Rubus constrictus P.J.Müll. & Lefèvre	Rubus constrictus P.J.Müll. & Lefèvre	2999327	accepted	Rubus constrictus	1546403	noauthor	Rubus constrictus	http://www.wikidata.org/entity/Q15545973	1546403			wd_verify_authorship
Rubus barberi H.E.Weber	2999487	2999487	Rubus barberi H.E.Weber	Rubus rugosus Barber	2989595	heterotypic synonym	Rubus rugosus	2487660	noauthor	Rubus rugosus	http://www.wikidata.org/entity/Q21304832	2487660	http://www.wikidata.org/entity/Q21304832	2989595	wd_verify_authorship
Rubus slesvicensis Lange	2999703	2999703	Rubus slesvicensis Lange	Rubus rugosus G.Jens.	8639283	homotypic synonym	Rubus rugosus	2487660	noauthor	Rubus rugosus			http://www.wikidata.org/entity/Q21304832	2989595	possible_homonym
Rubus slesvicensis Lange	2999703	2999703	Rubus slesvicensis Lange	Rubus rugosus G.Jens. ex Lange	7726759	heterotypic synonym	Rubus rugosus	2487660	noauthor	Rubus rugosus			http://www.wikidata.org/entity/Q21304832	2989595	possible_homonym
Rubus chloocladus W.C.R.Watson	2999707	2999707	Rubus chloocladus W.C.R.Watson	Rubus pubescens Weihe	7875710	synonym	Rubus pubescens	75086	noauthor	Rubus pubescens			http://www.wikidata.org/entity/Q3441629	2989228	possible_homonym
Rubus chloocladus W.C.R.Watson	2999707	2999707	Rubus chloocladus W.C.R.Watson	Rubus pubescens Weihe ex Boenn.	8013618	heterotypic synonym	Rubus pubescens	75086	noauthor	Rubus pubescens			http://www.wikidata.org/entity/Q3441629	2989228	possible_homonym
Rubus parthenocissus Trávn. & Holub	2999981	2999981	Rubus parthenocissus Trávn. & Holub	Rubus parthenocissus Trávn. & Holub	2999981	accepted	Rubus parthenocissus Travn. & Holub	1546348	author_mismatch	Rubus parthenocissus	http://www.wikidata.org/entity/Q17249801	1546348			wd_verify_authorship
Rubus pericrispatus Holub & Trávn.	3000031	3000031	Rubus pericrispatus Holub & Trávn.	Rubus pericrispatus Holub & Trávn.	3000031	accepted	Rubus pericrispatus Holub & Travn.	1546449	author_mismatch	Rubus pericrispatus	http://www.wikidata.org/entity/Q17246691	1546449			wd_verify_authorship
Rubus lindebergii P.J.Müll.	3000260	3000260	Rubus lindebergii P.J.Müll.	Rubus lindebergii P.J.Müll.	3000260	accepted	Rubus lindebergii	1546437	noauthor	Rubus lindebergii	http://www.wikidata.org/entity/Q17251053	1546437			wd_verify_authorship
Malus prunifolia (Willd.) Borkh.	3001157	3001157	Malus prunifolia (Willd.) Borkh.	Malus prunifolia (Willd.) Borkh.	3001157	accepted	Malus prunifolia	106564	noauthor	Malus prunifolia	http://www.wikidata.org/entity/Q738571	106564			wd_verify_authorship
Malus floribunda Siebold ex Van Houtte	3001365	10737304	Sinomalus sieboldii (Regel) Rushforth	Malus floribunda Siebold ex Van Houtte	3001365	synonym	Malus floribunda	138912	noauthor	Malus floribunda	http://www.wikidata.org/entity/Q1683370	138912			wd_verify_authorship
Malus sylvestris Mill.	3001509	3001509	Malus sylvestris Mill.	Malus sylvestris Mill.	3001509	accepted	Malus sylvestris (L.) Mill., 1768	3752	author_mismatch	Malus sylvestris	http://www.wikidata.org/entity/Q47161	3752			wd_verify_authorship
Drymocallis rupestris (L.) Soják	3001836	3001836	Drymocallis rupestris (L.) Soják	Drymocallis rupestris (L.) Soják	3001836	accepted	Drymocallis rupestris (L.) Sojak	637895	author_mismatch	Drymocallis rupestris	http://www.wikidata.org/entity/Q22764063	637895			wd_verify_authorship
Rosa inodora Fr.	3002258	3002258	Rosa inodora Fr.	Rosa cymosa Crép.	8354705	heterotypic synonym	Rosa cymosa	117261	noauthor	Rosa cymosa			http://www.wikidata.org/entity/Q148441	3005661	possible_homonym
Rosa gallica L.	3002530	3002530	Rosa gallica L.	Rosa gallica L.	3002530	accepted	Rosa gallica	74632	noauthor	Rosa gallica	http://www.wikidata.org/entity/Q157668	74632			wd_verify_authorship
Rosa marginata Wallr.	3004214	3004214	Rosa marginata Wallr.	Rosa marginata Wallr.	3004214	accepted	Rosa marginata	396742	noauthor	Rosa marginata	http://www.wikidata.org/entity/Q17245203	396742			wd_verify_authorship
Rosa ×subcanina (Christ) Vuk.	3004628	7578787	Rosa subcanina (Christ) Dalla Torre & Sarnth.	Rosa ×subcanina (Christ) Vuk.	3004628	synonym	Rosa subcanina (Christ) Dalla Torre & Sarnth.	267256	author_mismatch	Rosa subcanina	http://www.wikidata.org/entity/Q15546495	267256			wd_verify_authorship
Rosa abietina Gren. ex Christ	3005999	7914926	Rosa abietina Gren.	Rosa abietina Gren. ex Christ	3005999	synonym	Rosa abietina Gren. ex H.Christ, 1873	267228	author_mismatch	Rosa abietina	http://www.wikidata.org/entity/Q17246239	267228			wd_verify_authorship
Rosa caryophyllacea Besser	3007473	3007473	Rosa caryophyllacea Besser	Rosa caryophyllacea Besser	3007473	accepted	Rosa caryophyllacea	1006178	noauthor	Rosa caryophyllacea	http://www.wikidata.org/entity/Q15546583	1006178	http://www.wikidata.org/entity/Q15546583	3007473	wd_verify_authorship
Sorbus intermedia (Ehrh.) Pers.	3012254	10071055	Scandosorbus intermedia (Ehrh.) Sennikov	Sorbus intermedia (Ehrh.) Pers.	3012254	homotypic synonym	Sorbus intermedia (Ehrh.) Pers., 1806	691236	exact_match	Scandosorbus intermedia	http://www.wikidata.org/entity/Q27980		http://www.wikidata.org/entity/Q95988426	10071055	other
Sorbus mougeotii Godr. & Soy.-Will.	3012326	9312105	Hedlundia mougeotii (Soy.-Will. & Godr.) Sennikov & Kurtto	Sorbus mougeotii Godr. & Soy.-Will.	3012326	homotypic synonym	Sorbus mougeotii Godr. & Soy.-Will., 1858	1000428	exact_match	Hedlundia mougeotii	http://www.wikidata.org/entity/Q163550		http://www.wikidata.org/entity/Q41297361	9312105	other
Sorbus austriaca (Beck) Hedl.	3012448	9251540	Hedlundia austriaca (Beck) Sennikov & Kurtto	Sorbus austriaca (Beck) Hedl.	3012448	homotypic synonym	Sorbus austriaca (Beck) Prain, 1908	1775738	author_mismatch	Hedlundia austriaca	http://www.wikidata.org/entity/Q303830				possible_homonym
Sorbus chamaemespilus (L.) Crantz	3012470	3025093	Chamaemespilus alpina (Mill.) K.R.Robertson & J.B.Phipps	Sorbus chamaemespilus (L.) Crantz	3012470	synonym	Sorbus chamaemespilus (L.) Crantz, 1763	193300	exact_match	Chamaemespilus alpina	http://www.wikidata.org/entity/Q163546	1000427			wd_update_ncbi_taxonid
Sorbus torminalis (L.) Crantz	3012567	9410160	Torminalis glaberrima (Gand.) Sennikov & Kurtto	Sorbus torminalis (L.) Crantz	3012567	synonym	Sorbus torminalis (L.) Crantz, 1763	2914000	exact_match	Torminalis glaberrima	http://www.wikidata.org/entity/Q147459	106574			wd_update_ncbi_taxonid
Sorbus aria (L.) Crantz	3012680	8411755	Aria edulis (Willd.) M.Roem.	Sorbus aria (L.) Crantz	3012680	synonym	Sorbus aria (L.) Crantz, 1763	2906878	exact_match	Aria edulis	http://www.wikidata.org/entity/Q157960	186520			wd_update_ncbi_taxonid
Sorbus rotundifolia (M.Roem.) Hedl.	3012738	9478021	Karpatiosorbus ×hybrida (Bechst.) Sennikov & Kurtto	Crataegus hybrida Bechst.	3012646	heterotypic synonym	Crataegus hybrid cultivar	2231971	fuzzy	Crataegus hybrid cultivar					other
Sorbus rotundifolia (M.Roem.) Hedl.	3012738	9478021	Karpatiosorbus ×hybrida (Bechst.) Sennikov & Kurtto	Sorbus hybrida Syme	10669523	synonym	Sorbus hybrida L., 1762	1775740	author_mismatch	Hedlundia hybrida			http://www.wikidata.org/entity/Q41202362	9245228	possible_homonym
Sorbus domestica L.	3013206	3013215	Cormus domestica (L.) Spach	Sorbus domestica L.	3013206	homotypic synonym	Sorbus domestica L., 1753	36606	exact_match	Cormus domestica	http://www.wikidata.org/entity/Q159558	1155369			wd_update_ncbi_taxonid
Crataegus ×media Bechst.	3013800	3013800	Crataegus ×media Bechst.	Crataegus ×media Bechst.	3013800	accepted	Crataegus media	510729	noauthor	Crataegus media	http://www.wikidata.org/entity/Q1940705	510729			wd_verify_authorship
Prunus cerasus L.	3021922	3021922	Prunus cerasus L.	Prunus cerasus L.	3021922	accepted	Prunus cerasus	140311	noauthor	Prunus cerasus	http://www.wikidata.org/entity/Q131517	140311			wd_verify_authorship
Cotoneaster niger (Fr.) Fr.	3025673	3025673	Cotoneaster niger (Fr.) Fr.	Cotoneaster niger (Fr.) Fr.	3025673	accepted	Cotoneaster niger (Wahlb.) Fr.	1143224	author_mismatch	Cotoneaster niger	http://www.wikidata.org/entity/Q50832044	1143224			wd_verify_authorship
Cotoneaster conspicuus Comber ex Marquand	3025875	3025875	Cotoneaster conspicuus Comber ex Marquand	Cotoneaster conspicuus Comber ex Marquand	3025875	accepted	Cotoneaster conspicuus	690314	noauthor	Cotoneaster conspicuus	http://www.wikidata.org/entity/Q15536572	690314			wd_verify_authorship
Cotoneaster dielsianus E.Pritz.	3025896	3025896	Cotoneaster dielsianus E.Pritz.	Cotoneaster dielsianus E.Pritz.	3025896	accepted	Cotoneaster dielsianus E.Pritz. ex Diels	690316	author_mismatch	Cotoneaster dielsianus	http://www.wikidata.org/entity/Q1220719	690316			wd_verify_authorship
Cotoneaster franchetii Boiss.	3026162	3026162	Cotoneaster franchetii Boiss.	Cotoneaster franchetii Boiss.	3026162	accepted	Cotoneaster franchetii Bois	1143218	author_mismatch	Cotoneaster franchetii	http://www.wikidata.org/entity/Q1441316	1143218			wd_verify_authorship
Cotoneaster bullatus Bois ex Bilm. & Bois	3026294	3026294	Cotoneaster bullatus Bois ex Bilm. & Bois	Cotoneaster bullatus Bois ex Bilm. & Bois	3026294	accepted	Cotoneaster bullatus Bois	690312	author_mismatch	Cotoneaster bullatus	http://www.wikidata.org/entity/Q1385334	690312			wd_verify_authorship
Spiraea albiflora (Miq.) Zabel	3026734	8170635	Spiraea japonica L.fil.	Spiraea xbumalda Burv.	8502100	synonym	Spiraea x bumalda Burv., 1892	2527813	fuzzy	Spiraea x bumalda					other
Spiraea albiflora (Miq.) Zabel	3026734	8170635	Spiraea japonica L.fil.	Spiraea ×bumalda hort.	8685376	homotypic synonym	Spiraea x bumalda Burv., 1892	2527813	noauthor	Spiraea x bumalda					possible_homonym
Spiraea albiflora (Miq.) Zabel	3026734	8170635	Spiraea japonica L.fil.	Spiraea ×bumalda hort. ex Zabel, 1893	7640558	synonym	Spiraea x bumalda Burv., 1892	2527813	noauthor	Spiraea x bumalda					possible_homonym
Spiraea decumbens Koch	3027183	3027183	Spiraea decumbens Koch	Spiraea decumbens Koch	3027183	accepted	Spiraea decumbens W.D.J.Koch	409508	author_mismatch	Spiraea decumbens	http://www.wikidata.org/entity/Q17244790	409508			wd_verify_authorship
Spiraea media F.Schmidt	3027231	3027231	Spiraea media F.Schmidt	Spiraea media F.Schmidt	3027231	accepted	Spiraea media Schmidt, 1792	1161166	author_mismatch	Spiraea media	http://www.wikidata.org/entity/Q9355915	1161166			wd_verify_authorship
Alchemilla filicaulis Buser	3027485	3027485	Alchemilla filicaulis Buser	Alchemilla filicaulis Buser	3027485	accepted	Alchemilla filicaulis	1155247	noauthor	Alchemilla filicaulis	http://www.wikidata.org/entity/Q1391873	1155247			wd_verify_authorship
Alchemilla fallax Buser	3027687	8218176	Alchemilla fallax Buser ex Besse	Alchemilla fallax Buser	3027687	synonym	Alchemilla fallax Buser ex M.Besse	478307	author_mismatch	Alchemilla fallax	http://www.wikidata.org/entity/Q9596337	478307			wd_verify_authorship
Alchemilla fissa Günther & Schummel	3028424	3028424	Alchemilla fissa Günther & Schummel	Alchemilla fissa Günther & Schummel	3028424	accepted	Alchemilla fissa Gunth. & Schumm.	478309	author_mismatch	Alchemilla fissa	http://www.wikidata.org/entity/Q163509	478309			wd_verify_authorship
Alchemilla frigens Buser	3028898	7449625	Alchemilla frigens Buser ex Jaquet	Alchemilla frigida Buser	8229344	synonym	Alchemilla frigida Wedd., 1857	2052775	author_mismatch	Lachemilla frigida			http://www.wikidata.org/entity/Q15541766	3025351	possible_homonym
Alchemilla frigens Buser	3028898	7449625	Alchemilla frigens Buser ex Jaquet	Alchemilla frigida Buser ex C.DC.	7711846	heterotypic synonym	Alchemilla frigida Wedd., 1857	2052775	author_mismatch	Lachemilla frigida			http://www.wikidata.org/entity/Q15541766	3025351	possible_homonym
Alchemilla splendens Christ ex Favrat	3028967	3028967	Alchemilla splendens Christ ex Favrat	Alchemilla splendens Christ ex Favrat	3028967	accepted	Alchemilla splendens Christ	478341	author_mismatch	Alchemilla splendens	http://www.wikidata.org/entity/Q9599028	478341	http://www.wikidata.org/entity/Q9599028	3028967	wd_verify_authorship
Sanguisorba minor Scop.	3029430	7220805	Poterium sanguisorba subsp. sanguisorba	Sanguisorba minor Scop.	3029430	synonym	Sanguisorba minor	137456	noauthor	Sanguisorba minor	http://www.wikidata.org/entity/Q163799	137456			wd_verify_authorship
Fragaria moschata Duchesne ex Weston	3029809	8350369	Fragaria moschata Duchesne	Fragaria moschata Duchesne ex Weston	3029809	homotypic synonym	Fragaria moschata Weston	64940	author_mismatch	Fragaria moschata	http://www.wikidata.org/entity/Q148730	64940			wd_verify_authorship
Fragaria ×ananassa (Weston) Rozier	3029912	3029912	Fragaria ×ananassa (Weston) Rozier	Fragaria ×ananassa (Weston) Rozier	3029912	accepted	Fragaria x ananassa (Weston) Duchesne ex Rozier	3747	author_mismatch	Fragaria x ananassa	http://www.wikidata.org/entity/Q13158				possible_homonym
Fragaria ×bifera (Sm.) Duchesne	3029999	7064985	Fragaria viridis subsp. viridis	Fragaria bifera (Sm.) Duchesne	3029999	synonym	Fragaria x bifera Duchesne	674468	author_mismatch	Fragaria x bifera	http://www.wikidata.org/entity/Q21370007				possible_homonym
Peltiphyllum peltatum (Torr. ex Benth.) Engl.	3032612	3032611	Darmera peltata (Torr. ex Benth.) Voss	Darmera peltata (Torr. ex Benth.) Voss ex Post & Kuntze	11291680	homotypic synonym	Darmera peltata (Torr. ex Benth.) Voss, 1899	23246	author_mismatch	Darmera peltata			http://www.wikidata.org/entity/Q1537045	3032611	possible_homonym
